ID,Current_Location,Current_Local_ID,Sex,Birth_Date,Sire,Dam,Birth_Type,Event_Type,Date,Location
,,,,,,,,Death,23/Feb/2016,NY BRONX
2418,AKRON,100846,Female,09/Feb/2003,1125,1124,Captive Birth/Hatch,Birth/Hatch,09/Feb/2003,PUEBLO
,,,,,,,,Transfer,08/Nov/2006,MINNESOTA
,,,,,,,,Transfer,04/May/2011,AKRON
,,,,,,,,Death,31/Jan/2016,AKRON
2419,PUEBLO,M23003,Undetermined,09/Feb/2003,1125,1124,Captive Birth/Hatch,Birth/Hatch,09/Feb/2003,PUEBLO
,,,,,,,,Death,13/Feb/2003,PUEBLO
2420,DUKE PRIM,2926,Male,"03/Jan/2002 +/-
6 month",WILD,WILD,Wild Birth/Hatch,Birth/Hatch,"03/Jan/2002 +/-
6 month",Undetermined
,,,,,,,,Wild Capture,Undetermined,Undetermined
,,,,,,,,Transfer,01/Jun/2002 +/- 1 day,USFWS
,,,,,,,,Transfer,24/Jul/2002,LOSANGELE
,,,,,,,,Transfer,27/Jul/2004,DUKE PRIM
,,,,,,,,Death,04/Apr/2012,DUKE PRIM
2421,LOSANGELE,990648,Female,Undetermined,WILD,WILD,Wild Birth/Hatch,Birth/Hatch,Undetermined,Undetermined
,,,,,,,,Wild Capture,Undetermined,Undetermined
,,,,,,,,Transfer,"01/Jun/2002 +/-
1 day",USFWS
,,,,,,,,Transfer,24/Jul/2002,LOSANGELE
,,,,,,,,Death,08/Feb/2003,LOSANGELE
2422,DUKE PRIM,2923,Female,01/Jan/1997 +/- 6 month,WILD,WILD,Wild Birth/Hatch,Birth/Hatch,01/Jan/1997 +/- 6 month,Undetermined
,,,,,,,,Wild Capture,Undetermined,Undetermined
,,,,,,,,Transfer,01/Jan/2001 +/- 6 month,PUBLIC
,,,,,,,,Transfer,16/Jul/2002,MYAKKACLR
,,,,,,,,Transfer,11/Jun/2003,AUDUBON
,,,,,,,,Transfer,09/Dec/2003,DUKE PRIM
,,,,,,,,Death,26/Oct/2017,DUKE PRIM
2423,NY BRONX,M07143,Female,"01/Jan/2001 +/-
6 month",WILD,2422,"Captive
Birth/Hatch",Birth/Hatch,"01/Jan/2001 +/-
6 month",PUBLIC
,,,,,,,,Transfer,16/Jul/2002,MYAKKACLR
,,,,,,,,Transfer,11/Jun/2003,AUDUBON
,,,,,,,,Transfer,15/Dec/2004,CALGARY
,,,,,,,,Transfer,07/Sep/2007,ST LOUIS
,,,,,,,,Transfer,"16/Oct/2007 +/-
6 month",NY BRONX
,,,,,,,,Death,21/May/2016,NY BRONX
2424,DUKE PRIM,2924,Female,01/Jan/2002 +/- 15 day,WILD,2422,Captive Birth/Hatch,Birth/Hatch,01/Jan/2002 +/- 15 day,PUBLIC
,,,,,,,,Transfer,11/Jun/2003,AUDUBON
,,,,,,,,Transfer,09/Dec/2003,DUKE PRIM
,,,,,,,,Death,12/Aug/2008,DUKE PRIM
2425,CHICAGOBR,1501,Male,03/Aug/2003,1116,1120,Captive Birth/Hatch,Birth/Hatch,03/Aug/2003,CHICAGOBR
,,,,,,,,Death,26/Oct/2012,CHICAGOBR
2426,CHICAGOBR,1502,Female,03/Aug/2003,1116,1120,"Captive
Birth/Hatch",Birth/Hatch,03/Aug/2003,CHICAGOBR
,,,,,,,,Death,16/May/2014,CHICAGOBR
2427,EVANSVLLE,108023,Male,05/Sep/2003,2338,2340,Captive Birth/Hatch,Birth/Hatch,05/Sep/2003,CALGARY
,,,,,,,,Transfer,05/Sep/2007,ST LOUIS
,,,,,,,,Transfer,25/Oct/2007,MEMPHIS
,,,,,,,,Transfer,10/Oct/2008,EVANSVLLE
,,,,,,,,Death,08/Feb/2016,EVANSVLLE
2428,OMAHA,22421,Female,05/Sep/2003,2338,2340,Captive Birth/Hatch,Birth/Hatch,05/Sep/2003,CALGARY
,,,,,,,,Transfer,29/Sep/2005,GRANBY
,,,,,,,,Transfer,20/Aug/2012,NY BRONX
,,,,,,,,Transfer,24/Oct/2013,OMAHA
,,,,,,,,Death,12/Mar/2016,OMAHA
2429,EVANSVLLE,114012,Female,27/Oct/2003,2337,2341,Captive Birth/Hatch,Birth/Hatch,27/Oct/2003,QUEBEC
,,,,,,,,Transfer,11/Apr/2006,GRANBY
,,,,,,,,Transfer,20/Aug/2012,NY BRONX
,,,,,,,,Transfer,14/May/2014 +/- 15 day,EVANSVLLE
,,,,,,,,Death,17/Dec/2020,EVANSVLLE
2430,ATTLEBORO,105004,Female,22/Dec/2003,1125,1124,Captive Birth/Hatch,Birth/Hatch,22/Dec/2003,PUEBLO
,,,,,,,,Transfer,09/Nov/2004,HOUSTON
,,,,,,,,Transfer,15/Jun/2005,ATTLEBORO
,,,,,,,,Death,27/Mar/2017,ATTLEBORO
2431,PUEBLO,M23048,Male,22/Dec/2003,1125,1124,Captive Birth/Hatch,Birth/Hatch,22/Dec/2003,PUEBLO
,,,,,,,,Death,22/Dec/2003,PUEBLO
2432,DUKE PRIM,2912,Male,25/Apr/1996,1012,1044,Captive Birth/Hatch,Birth/Hatch,25/Apr/1996,DUKE PRIM
,,,,,,,,Death,30/Apr/1996,DUKE PRIM
2433,OMAHA,11810,Undetermined,03/Aug/2000,1056,1079,Captive Birth/Hatch,Birth/Hatch,03/Aug/2000,OMAHA
,,,,,,,,Death,03/Aug/2000,OMAHA
2434,SEATTLE,200382,Undetermined,17/Mar/2001,1102,1127,"Captive
Birth/Hatch",Birth/Hatch,17/Mar/2001,SEATTLE
,,,,,,,,Death,17/Mar/2001,SEATTLE
2435,SANDIEGOZ,518029,Male,10/Aug/2004,2208,1126,Captive Birth/Hatch,Birth/Hatch,10/Aug/2004,MINNESOTA
,,,,,,,,Transfer,20/Sep/2006,ABQBIOPK
,,,,,,,,Transfer,28/Oct/2013,PUEBLO
,,,,,,,,Transfer,05/May/2016,EVANSVLLE
,,,,,,,,Transfer,19/Apr/2018,SANDIEGOZ
,,,,,,,,Death,29/Apr/2021,SANDIEGOZ
2436,PUEBLO,37010,Female,10/Aug/2004,2208,1126,"Captive
Birth/Hatch",Birth/Hatch,10/Aug/2004,MINNESOTA
,,,,,,,,Transfer,20/Sep/2006,PHILADELP
,,,,,,,,Transfer,25/Aug/2015,SANDIEGOZ
,,,,,,,,Transfer,09/Aug/2017,PUEBLO
,,,,,,,,Death,12/Dec/2018,PUEBLO
2437,PUEBLO,M24024,Undetermined,11/Aug/2004,1125,1124,Captive Birth/Hatch,Birth/Hatch,11/Aug/2004,PUEBLO
,,,,,,,,Death,14/Aug/2004,PUEBLO
2438,PUEBLO,M24023,Undetermined,11/Aug/2004,1125,1124,Captive Birth/Hatch,Birth/Hatch,11/Aug/2004,PUEBLO
,,,,,,,,Death,14/Aug/2004,PUEBLO
2439,CALGARY,106789,Male,22/Aug/2004,2338,2340,Captive Birth/Hatch,Birth/Hatch,22/Aug/2004,CALGARY
,,,,,,,,Death,27/Aug/2004,CALGARY
2440,CALGARY,106790,Male,22/Aug/2004,2338,2340,"Captive
Birth/Hatch",Birth/Hatch,22/Aug/2004,CALGARY
,,,,,,,,Death,22/Aug/2004,CALGARY
2441,SANDIEGOZ,505007,Male,23/Jan/2005,1108,1146,Captive Birth/Hatch,Birth/Hatch,23/Jan/2005,SANDIEGOZ
,,,,,,,,Death,23/Jan/2005,SANDIEGOZ
2442,SANDIEGOZ,505008,Male,23/Jan/2005,1108,1146,"Captive
Birth/Hatch",Birth/Hatch,23/Jan/2005,SANDIEGOZ
,,,,,,,,Death,23/Jan/2005,SANDIEGOZ
2444,BOWMANVIL,L08007,Male,15/Feb/2005,2337,2341,Captive Birth/Hatch,Birth/Hatch,15/Feb/2005,QUEBEC
,,,,,,,,Transfer,03/Jun/2008,LANGLEY
,,,,,,,,Transfer,02/Nov/2010,BOWMANVIL
,,,,,,,,GO LTF,24/Jul/2016,BOWMANVIL
2445,PUEBLO,M25007,Undetermined,30/Mar/2005,1125,1124,Captive Birth/Hatch,Birth/Hatch,30/Mar/2005,PUEBLO
,,,,,,,,Death,01/Apr/2005,PUEBLO
2446,PUEBLO,M25008,Undetermined,01/Apr/2005,1125,1124,"Captive
Birth/Hatch",Birth/Hatch,01/Apr/2005,PUEBLO
,,,,,,,,Death,01/Apr/2005,PUEBLO
2447,CALGARY,107007,Undetermined,09/Apr/2005,2338,2340,Captive Birth/Hatch,Birth/Hatch,09/Apr/2005,CALGARY
,,,,,,,,Death,09/Apr/2005,CALGARY
2448,CALGARY,107008,Undetermined,09/Apr/2005,2338,2340,"Captive
Birth/Hatch",Birth/Hatch,09/Apr/2005,CALGARY
,,,,,,,,Death,09/Apr/2005,CALGARY
2449,EL PASO,200739,Male,17/Sep/2005,1108,1146,"Captive
Birth/Hatch",Birth/Hatch,17/Sep/2005,SANDIEGOZ
,,,,,,,,Transfer,31/Aug/2006,EL PASO
,,,,,,,,Death,15/Jul/2017,EL PASO
2450,EL PASO,202198,Male,17/Sep/2005,1108,1146,"Captive
Birth/Hatch",Birth/Hatch,17/Sep/2005,SANDIEGOZ
,,,,,,,,Transfer,25/Nov/2008,WILD WRLD
,,,,,,,,Transfer,07/Oct/2011,CLEVELAND
,,,,,,,,Transfer,15/Oct/2020,EL PASO
2451,PUEBLO,M33045,Female,02/Oct/2004,1103,1097,Captive Birth/Hatch,Birth/Hatch,02/Oct/2004,DUKE PRIM
,,,,,,,,Transfer,02/Oct/2008,GARDENCTY
,,,,,,,,Transfer,15/Nov/2013,PUEBLO
,,,,,,,,Death,05/Feb/2016,PUEBLO
2452,CLEVELAND,,Undetermined,24/Dec/2005,1138,2413,Captive Birth/Hatch,Birth/Hatch,24/Dec/2005,CLEVELAND
,,,,,,,,Death,24/Dec/2005,CLEVELAND
2490,CLEVELAND,M40803,Undetermined,20/Aug/2004,1138,2413,Captive Birth/Hatch,Birth/Hatch,20/Aug/2004,CLEVELAND
,,,,,,,,Death,24/Aug/2004,CLEVELAND
2493,BOWMANVIL,L08006,Male,15/Feb/2005,2337,2341,Captive Birth/Hatch,Birth/Hatch,15/Feb/2005,QUEBEC
,,,,,,,,Transfer,03/Jun/2008,LANGLEY
,,,,,,,,Transfer,02/Nov/2010,BOWMANVIL
,,,,,,,,GO LTF,24/Jul/2016,BOWMANVIL
2495,MOODY,,Undetermined,24/Mar/2006,1121,1145,Captive Birth/Hatch,Birth/Hatch,24/Mar/2006,MOODY
,,,,,,,,Death,24/Mar/2006,MOODY
2496,DUKE PRIM,7245,Male,24/Mar/2006,1121,1145,Captive Birth/Hatch,Birth/Hatch,24/Mar/2006,MOODY
,,,,,,,,Transfer,17/Sep/2008,HOUSTON
,,,,,,,,Transfer,17/Dec/2008,CLEVELAND
,,,,,,,,Transfer,19/Apr/2016,DUKE PRIM
,,,,,,,,Death,07/Jun/2017,DUKE PRIM
2498,DUKE PRIM,2928,Male,01/Jun/2006,2406,2424,Captive Birth/Hatch,Birth/Hatch,01/Jun/2006,DUKE PRIM
,,,,,,,,Death,17/Jun/2015,DUKE PRIM
2499,OMAHA,18741,Female,01/Jun/2006,2406,2424,Captive Birth/Hatch,Birth/Hatch,01/Jun/2006,DUKE PRIM
,,,,,,,,Transfer,02/Oct/2008,OMAHA
,,,,,,,,Death,04/Mar/2017,OMAHA
2500,OMAHA,18427,Male,18/Jun/2006,2409,1135,"Captive
Birth/Hatch",Birth/Hatch,18/Jun/2006,SANDIEGOZ
,,,,,,,,Transfer,17/Sep/2008,OMAHA
,,,,,,,,Death,18/Dec/2013,OMAHA
2501,CLEVELAND,M70104,Female,07/Jan/2007,1138,2413,Captive Birth/Hatch,Birth/Hatch,07/Jan/2007,CLEVELAND
,,,,,,,,Death,06/Nov/2009,CLEVELAND
2502,EVANSVLLE,119021,Female,07/Jan/2007,1138,2413,Captive Birth/Hatch,Birth/Hatch,07/Jan/2007,CLEVELAND
,,,,,,,,Transfer,05/May/2009,DUKE PRIM
,,,,,,,,Transfer,10/Sep/2019,EVANSVLLE
2503,ABQBIOPK,M07001,Undetermined,18/Jan/2007,1131,2403,Captive Birth/Hatch,Birth/Hatch,18/Jan/2007,ABQBIOPK
,,,,,,,,Death,24/Jan/2007,ABQBIOPK
2504,PROSPECTP,P09015,Male,18/Jan/2007,1131,2403,"Captive
Birth/Hatch",Birth/Hatch,18/Jan/2007,ABQBIOPK
,,,,,,,,Transfer,25/Jun/2009,PROSPECTP
2505,SANDIEGOZ,506207,Undetermined,20/Jun/2006,2409,1135,Captive Birth/Hatch,Birth/Hatch,20/Jun/2006,SANDIEGOZ
,,,,,,,,Death,20/Jun/2006,SANDIEGOZ
2506,CLEVELAND,M81010,Female,06/Apr/2006,1125,1124,Captive Birth/Hatch,Birth/Hatch,06/Apr/2006,PUEBLO
,,,,,,,,Transfer,29/Oct/2008,CLEVELAND
,,,,,,,,Death,28/Jul/2012,CLEVELAND
2507,OMAHA,18214,Male,06/Apr/2006,1125,1124,Captive Birth/Hatch,Birth/Hatch,06/Apr/2006,PUEBLO
,,,,,,,,Transfer,09/Jul/2008,OMAHA
,,,,,,,,Death,04/Nov/2015,OMAHA
2600,CINCINNAT,110023,Male,20/Nov/2008,2408,2400,"Captive
Birth/Hatch",Birth/Hatch,20/Nov/2008,AKRON
,,,,,,,,Transfer,13/Mar/2010,CINCINNAT
,,,,,,,,Death,22/Jun/2018,CINCINNAT
2601,MOODY,5297,Female,12/Mar/2008,1121,1145,"Captive
Birth/Hatch",Birth/Hatch,12/Mar/2008,MOODY
,,,,,,,,Death,13/Mar/2008,MOODY
2602,MOODY,5298,Female,12/Mar/2008,1121,1145,Captive Birth/Hatch,Birth/Hatch,12/Mar/2008,MOODY
,,,,,,,,Death,05/Apr/2008,MOODY
2603,OMAHA,18562,Undetermined,22/Nov/2008,2402,1143,"Captive
Birth/Hatch",Birth/Hatch,22/Nov/2008,OMAHA
,,,,,,,,Death,22/Nov/2008,OMAHA
2604,PHILADELP,104568,Male,16/Mar/2008,1130,2436,Captive Birth/Hatch,Birth/Hatch,16/Mar/2008,PHILADELP
,,,,,,,,Death,20/Mar/2008,PHILADELP
2605,AKRON,101471,Female,16/Mar/2008,1130,2436,Captive Birth/Hatch,Birth/Hatch,16/Mar/2008,PHILADELP
,,,,,,,,Transfer,09/Jul/2009,PROSPECTP
,,,,,,,,Transfer,08/Oct/2015,AKRON
2606,PUEBLO,M28004,Undetermined,12/Feb/2008,1125,1124,Captive Birth/Hatch,Birth/Hatch,12/Feb/2008,PUEBLO
,,,,,,,,Death,12/Feb/2008,PUEBLO
2607,SANDIEGOZ,508445,Female,18/Sep/2008,1131,2403,Captive Birth/Hatch,Birth/Hatch,18/Sep/2008,ABQBIOPK
,,,,,,,,Transfer,18/Dec/2018,SANDIEGOZ
,,,,,,,,Death,01/Feb/2019,SANDIEGOZ
2608,AKRON,101748,Female,18/Sep/2008,1131,2403,"Captive
Birth/Hatch",Birth/Hatch,18/Sep/2008,ABQBIOPK
,,,,,,,,Transfer,27/Aug/2009,DUKE PRIM
,,,,,,,,Transfer,20/Jun/2017,AKRON
,,,,,,,,Death,19/Jan/2021,AKRON
2609,OMAHA,23709,Male,14/Aug/2009,1138,2506,"Captive
Birth/Hatch",Birth/Hatch,14/Aug/2009,CLEVELAND
,,,,,,,,Transfer,13/Jun/2012,MEMPHIS
,,,,,,,,Transfer,23/Apr/2016,OMAHA
,,,,,,,,Death,28/May/2016,OMAHA
2610,CLEVELAND,M91135,Undetermined,06/Nov/2009,2496,2501,"Captive
Birth/Hatch",Birth/Hatch,06/Nov/2009,CLEVELAND
,,,,,,,,Death,06/Nov/2009,CLEVELAND
2611,MOODY,5654,Male,13/May/2009,1121,1145,Captive Birth/Hatch,Birth/Hatch,13/May/2009,MOODY
,,,,,,,,Death,22/May/2009,MOODY
2612,PHILADELP,104649,Male,27/Mar/2009,1130,2436,Captive Birth/Hatch,Birth/Hatch,27/Mar/2009,PHILADELP
,,,,,,,,Death,30/Mar/2009,PHILADELP
2613,ABQBIOPK,M09022,Male,18/Jul/2009,1131,2403,"Captive
Birth/Hatch",Birth/Hatch,18/Jul/2009,ABQBIOPK
,,,,,,,,Death,23/Jul/2009,ABQBIOPK
2614,PUEBLO,M39021,Female,18/Jul/2009,1131,2403,Captive Birth/Hatch,Birth/Hatch,18/Jul/2009,ABQBIOPK
,,,,,,,,Transfer,18/Dec/2018,SANDIEGOZ
,,,,,,,,Transfer,05/Nov/2019,PUEBLO
2615,CHICAGOLP,22297,Male,25/Apr/2009,1142,2411,Captive Birth/Hatch,Birth/Hatch,25/Apr/2009,CHICAGOLP
,,,,,,,,Death,25/Apr/2009,CHICAGOLP
2616,CHICAGOLP,22298,Female,25/Apr/2009,1142,2411,"Captive
Birth/Hatch",Birth/Hatch,25/Apr/2009,CHICAGOLP
,,,,,,,,Death,25/Apr/2009,CHICAGOLP
2617,PHILADELP,104733,Female,05/Feb/2010,1130,2436,Captive Birth/Hatch,Birth/Hatch,05/Feb/2010,PHILADELP
2618,PHILADELP,104734,Male,05/Feb/2010,1130,2436,Captive Birth/Hatch,Birth/Hatch,05/Feb/2010,PHILADELP
,,,,,,,,Death,07/Feb/2010,PHILADELP
2622,CINCINNAT,119021,Male,17/Sep/2010,2498,2502,Captive Birth/Hatch,Birth/Hatch,17/Sep/2010,DUKE PRIM
,,,,,,,,Transfer,08/Feb/2016,MEMPHIS
,,,,,,,,Transfer,16/May/2019,CINCINNAT
2623,NY BRONX,M14052,Male,17/Sep/2010,2498,2502,"Captive
Birth/Hatch",Birth/Hatch,17/Sep/2010,DUKE PRIM
,,,,,,,,Transfer,01/Dec/2011,SANDIEGOZ
,,,,,,,,Transfer,14/May/2014,NY BRONX
2624,DUKE PRIM,7285,Male,14/Mar/2010,2402,2451,Captive Birth/Hatch,Birth/Hatch,14/Mar/2010,GARDENCTY
,,,,,,,,Transfer,25/Oct/2017,DUKE PRIM
,,,,,,,,Death,22/Nov/2017,DUKE PRIM
2625,CINCINNAT,111053,Female,06/Dec/2010,2402,2451,Captive Birth/Hatch,Birth/Hatch,06/Dec/2010,GARDENCTY
,,,,,,,,Transfer,13/Oct/2011,CINCINNAT
,,,,,,,,Death,03/Mar/2020,CINCINNAT
2626,CHICAGOBR,4920,Female,06/Dec/2010,2402,2451,"Captive
Birth/Hatch",Birth/Hatch,06/Dec/2010,GARDENCTY
,,,,,,,,Transfer,22/Apr/2014,CHICAGOBR
2627,MINNESOTA,UNK,Undetermined,25/Sep/2010,2208,2418,Captive Birth/Hatch,Birth/Hatch,25/Sep/2010,MINNESOTA
,,,,,,,,Death,25/Sep/2010,MINNESOTA
2628,MINNESOTA,UNK,Undetermined,25/Sep/2010,2208,2418,"Captive
Birth/Hatch",Birth/Hatch,25/Sep/2010,MINNESOTA
,,,,,,,,Death,25/Sep/2010,MINNESOTA
2629,MINNESOTA,UNK,Undetermined,25/Sep/2010,2208,2418,Captive Birth/Hatch,Birth/Hatch,25/Sep/2010,MINNESOTA
,,,,,,,,Death,25/Sep/2010,MINNESOTA
2630,MOODY,5889,Female,22/Mar/2010,1121,1145,"Captive
Birth/Hatch",Birth/Hatch,22/Mar/2010,MOODY
2631,CHICAGOBR,4919,Male,22/Mar/2010,1121,1145,"Captive
Birth/Hatch",Birth/Hatch,22/Mar/2010,MOODY
,,,,,,,,Transfer,20/Feb/2014,CHICAGOBR
2632,EL PASO,201291,Female,09/Aug/2010,1130,2436,Captive Birth/Hatch,Birth/Hatch,09/Aug/2010,PHILADELP
,,,,,,,,Transfer,01/Feb/2012,EL PASO
2633,PHILADELP,104781,Undetermined,09/Aug/2010,1130,2436,"Captive
Birth/Hatch",Birth/Hatch,09/Aug/2010,PHILADELP
,,,,,,,,Death,09/Aug/2010,PHILADELP
2634,LITTLEROC,7403,Male,12/Aug/2010,1131,2414,Captive Birth/Hatch,Birth/Hatch,12/Aug/2010,ABQBIOPK
,,,,,,,,Transfer,24/Apr/2014,LITTLEROC
2635,BLOOMINGT,M17001,Male,12/Aug/2010,1131,2414,Captive Birth/Hatch,Birth/Hatch,12/Aug/2010,ABQBIOPK
,,,,,,,,Transfer,12/Dec/2013,BUSCH TAM
,,,,,,,,Transfer,03/Jan/2017,BLOOMINGT
,,,,,,,,Death,23/Feb/2018,BLOOMINGT
2636,NY BRONX,,Undetermined,06/Dec/2010,2417,2423,Captive Birth/Hatch,Birth/Hatch,06/Dec/2010,NY BRONX
,,,,,,,,Death,22/May/2011,NY BRONX
2637,CHICAGOLP,23548,Female,04/Feb/2011,2406,2608,Captive Birth/Hatch,Birth/Hatch,04/Feb/2011,DUKE PRIM
,,,,,,,,Transfer,26/Oct/2011,CHICAGOBR
,,,,,,,,Transfer,08/Jul/2015,CHICAGOLP
2638,MOODY,6379,Female,14/Jun/2011,1121,1145,Captive Birth/Hatch,Birth/Hatch,14/Jun/2011,MOODY
2639,COLUMBUS,213146,Male,14/Jun/2011,1121,1145,Captive Birth/Hatch,Birth/Hatch,14/Jun/2011,MOODY
,,,,,,,,Transfer,04/Dec/2013,COLUMBUS
2640,NY BRONX,M14053,Female,09/Apr/2012,2420,2608,"Captive
Birth/Hatch",Birth/Hatch,09/Apr/2012,DUKE PRIM
,,,,,,,,Transfer,14/May/2014,NY BRONX
2641,EVANSVLLE,118015,Male,09/Apr/2012,2420,2608,Captive Birth/Hatch,Birth/Hatch,09/Apr/2012,DUKE PRIM
,,,,,,,,Transfer,11/Jun/2014,SANDIEGOZ
,,,,,,,,Transfer,23/May/2018,EVANSVLLE
2642,COLUMBUS,213145,Female,27/Oct/2011,2402,2451,Captive Birth/Hatch,Birth/Hatch,27/Oct/2011,GARDENCTY
,,,,,,,,Transfer,23/Nov/2013,COLUMBUS
2643,NY BRONX,M11179,Female,09/Dec/2011,2417,2423,Captive Birth/Hatch,Birth/Hatch,09/Dec/2011,NY BRONX
,,,,,,,,Death,11/Dec/2011,NY BRONX
2644,NY BRONX,M11180,Undetermined,09/Dec/2011,2417,2423,"Captive
Birth/Hatch",Birth/Hatch,09/Dec/2011,NY BRONX
,,,,,,,,Death,12/Dec/2011,NY BRONX
2645,ABQBIOPK,M11026,Male,07/Dec/2011,UND,2414,Captive Birth/Hatch,Birth/Hatch,07/Dec/2011,ABQBIOPK
,,,,,,,,Death,20/Jan/2015,ABQBIOPK
2646,CHICAGOLP,23550,Male,26/Apr/2013,2449,2632,"Captive
Birth/Hatch",Birth/Hatch,26/Apr/2013,EL PASO
,,,,,,,,Transfer,07/Jul/2015,CHICAGOLP
2647,GARDENCTY,115018,Female,26/Apr/2013,2449,2632,Captive Birth/Hatch,Birth/Hatch,26/Apr/2013,EL PASO
,,,,,,,,Transfer,27/May/2015,GARDENCTY
,,,,,,,,Death,16/Mar/2017,GARDENCTY
2648,DUKE PRIM,7102,Male,20/Jun/2012,2498,2502,Captive Birth/Hatch,Birth/Hatch,20/Jun/2012,DUKE PRIM
,,,,,,,,Death,03/Jul/2012,DUKE PRIM
2649,MOODY,7832,Male,20/Jun/2012,2498,2502,"Captive
Birth/Hatch",Birth/Hatch,20/Jun/2012,DUKE PRIM
,,,,,,,,Transfer,10/Sep/2015,MOODY
2650,PHILADELP,105000,Undetermined,26/Jan/2013,1130,2436,Captive Birth/Hatch,Birth/Hatch,26/Jan/2013,PHILADELP
,,,,,,,,Death,26/Jan/2013,PHILADELP
2651,PHILADELP,105001,Male,26/Jan/2013,1130,2436,Captive Birth/Hatch,Birth/Hatch,26/Jan/2013,PHILADELP
,,,,,,,,Death,26/Jan/2013,PHILADELP
2652,OMAHA,24485,Male,21/Aug/2013,2408,2418,Captive Birth/Hatch,Birth/Hatch,21/Aug/2013,AKRON
,,,,,,,,Transfer,08/Jun/2017,OMAHA
2653,PUEBLO,M39022,Male,22/Aug/2014,2449,2632,Captive Birth/Hatch,Birth/Hatch,22/Aug/2014,EL PASO
,,,,,,,,Transfer,21/Sep/2015,ABQBIOPK
,,,,,,,,Transfer,18/Dec/2018,SANDIEGOZ
,,,,,,,,Transfer,05/Nov/2019,PUEBLO
2654,LITTLEROC,7508,Female,22/Aug/2014,2449,2632,Captive Birth/Hatch,Birth/Hatch,22/Aug/2014,EL PASO
,,,,,,,,Transfer,23/Sep/2015,LITTLEROC
2655,CLEVELAND,UNK,Male,22/Jan/2015,2496,2403,Captive Birth/Hatch,Birth/Hatch,22/Jan/2015,CLEVELAND
,,,,,,,,Death,22/Jan/2015,CLEVELAND
2656,CLEVELAND,,Undetermined,22/Jan/2015,2496,2403,Captive Birth/Hatch,Birth/Hatch,22/Jan/2015,CLEVELAND
,,,,,,,,Death,22/Jan/2015,CLEVELAND
2657,CHICAGOBR,5261,Female,24/Apr/2015,2631,2626,"Captive
Birth/Hatch",Birth/Hatch,24/Apr/2015,CHICAGOBR
,,,,,,,,Death,28/Apr/2015,CHICAGOBR
2658,CHICAGOBR,5652,Undetermined,28/Apr/2015,2631,2626,Captive Birth/Hatch,Birth/Hatch,28/Apr/2015,CHICAGOBR
,,,,,,,,Death,28/Apr/2015,CHICAGOBR
2659,COLUMBUS,216050,Female,18/May/2015,2450,2414,"Captive
Birth/Hatch",Birth/Hatch,18/May/2015,CLEVELAND
,,,,,,,,Transfer,03/Jun/2016,COLUMBUS
2660,CLEVELAND,150506,Undetermined,18/May/2015,2450,2414,Captive Birth/Hatch,Birth/Hatch,18/May/2015,CLEVELAND
,,,,,,,,Death,19/May/2015,CLEVELAND
2661,BLOOMINGT,M17002,Female,09/Jun/2015,2639,2642,Captive Birth/Hatch,Birth/Hatch,09/Jun/2015,COLUMBUS
,,,,,,,,Transfer,29/Jun/2016,BUSCH TAM
,,,,,,,,Transfer,03/Jan/2017,BLOOMINGT
2662,COLUMBUS,215069,Undetermined,09/Jun/2015,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,09/Jun/2015,COLUMBUS
,,,,,,,,Death,09/Jun/2015,COLUMBUS
2663,NY BRONX,M15008,Male,01/Mar/2015,2623,2640,Captive Birth/Hatch,Birth/Hatch,01/Mar/2015,NY BRONX
,,,,,,,,Death,06/Mar/2015,NY BRONX
2664,NY BRONX,M15011,Female,04/Mar/2015,2623,2640,Captive Birth/Hatch,Birth/Hatch,04/Mar/2015,NY BRONX
,,,,,,,,Death,04/Mar/2015,NY BRONX
2665,NY BRONX,M15034,Female,10/Apr/2015,2417,2423,Captive Birth/Hatch,Birth/Hatch,10/Apr/2015,NY BRONX
,,,,,,,,Death,11/Apr/2015,NY BRONX
2666,GARDENCTY,117017,Female,25/Mar/2016,2639,2642,Captive Birth/Hatch,Birth/Hatch,25/Mar/2016,COLUMBUS
,,,,,,,,Transfer,30/Aug/2017,GARDENCTY
2667,AKRON,101772,Male,25/Mar/2016,2639,2642,Captive Birth/Hatch,Birth/Hatch,25/Mar/2016,COLUMBUS
,,,,,,,,Transfer,28/Aug/2017,AKRON
2668,CHICAGOLP,23674,Male,25/Apr/2016,2646,2637,Captive Birth/Hatch,Birth/Hatch,25/Apr/2016,CHICAGOLP
,,,,,,,,Death,27/Apr/2016,CHICAGOLP
2669,CHICAGOLP,23675,Undetermined,25/Apr/2016,2646,2637,Captive Birth/Hatch,Birth/Hatch,25/Apr/2016,CHICAGOLP
,,,,,,,,Death,28/Apr/2016,CHICAGOLP
2670,EL PASO,201812,Undetermined,28/Sep/2016,2449,2632,Captive Birth/Hatch,Birth/Hatch,28/Sep/2016,EL PASO
,,,,,,,,Death,29/Sep/2016,EL PASO
2671,GARDENCTY,117022,Male,28/Sep/2016,2449,2632,"Captive
Birth/Hatch",Birth/Hatch,28/Sep/2016,EL PASO
,,,,,,,,Transfer,25/Oct/2017,GARDENCTY
2672,EL PASO,201811,Female,28/Sep/2016,2449,2632,Captive Birth/Hatch,Birth/Hatch,28/Sep/2016,EL PASO
,,,,,,,,Death,10/Oct/2016,EL PASO
